Investor_ID,Longevity,Female,Age,Income,ProfManage,Diversification,Affordability,Liquidity,Growth,Trustworthiness,Technology,Integrity,BrandValue,AUM,Persona_Cluster,Recommended_Fund_Type,Recommended_Distributor_To_Contact
208,9,0,2,2,3,4,5,6,6,3,6,3,4,2467392,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
209,10,0,2,2,4,4,4,5,5,2,6,2,4,2757924,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
210,11,0,2,2,4,3,6,5,4,2,5,1,4,2875059,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
211,19,0,3,2,6,6,3,6,6,6,2,6,7,4666844,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
212,19,0,3,2,7,7,3,7,7,5,2,7,6,4467521,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
213,4,0,1,3,2,3,2,4,5,4,6,3,3,1300116,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
214,4,0,1,3,2,4,1,3,5,4,7,3,3,1623524,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
215,12,0,2,3,4,4,2,3,6,4,3,4,3,4842770,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
216,13,0,2,3,3,4,3,3,5,5,2,3,4,4398070,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
217,12,0,2,3,3,4,1,3,7,4,2,4,4,4189257,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
218,23,0,3,3,6,5,1,2,6,6,1,7,6,7867484,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
219,22,0,3,3,7,5,0,0,5,7,2,6,7,7153722,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
220,24,0,3,3,6,4,1,0,7,7,1,7,6,7384373,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
221,5,0,1,4,2,6,1,1,5,3,7,2,3,3407258,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
222,16,0,2,4,3,6,0,1,5,4,5,2,2,6569445,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
223,24,0,3,4,6,7,2,1,6,6,1,7,6,16479034,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
224,25,0,3,4,7,6,1,0,6,6,2,6,7,18958998,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
225,1,1,1,1,1,2,6,4,3,3,5,2,2,100004,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
226,1,1,1,1,2,1,6,3,4,2,6,2,1,99653,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
227,8,1,2,1,1,2,6,5,4,4,2,4,2,131427,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
228,1,1,1,2,2,1,4,4,5,2,7,2,1,258632,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
229,9,1,2,2,4,3,5,6,5,3,5,3,4,2191810,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
230,10,1,2,2,3,4,5,6,6,3,6,3,4,2339893,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
231,12,1,2,2,4,4,4,5,5,2,6,2,4,2672608,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
232,18,1,3,2,7,7,3,7,7,5,2,7,6,4491311,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
233,4,1,1,3,2,3,2,4,5,4,6,3,3,1544729,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
234,12,1,2,3,4,4,2,3,6,4,3,4,3,4306846,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
235,13,1,2,3,3,4,3,3,5,5,2,3,4,4328356,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
236,14,1,2,3,3,4,1,3,7,4,2,4,4,4189138,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
237,16,1,2,3,4,4,2,3,5,5,1,3,3,4837881,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
238,23,1,3,3,6,4,1,0,7,7,1,7,6,7600516,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
239,7,1,1,4,2,6,1,1,5,3,7,2,3,4044670,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
240,25,1,3,4,7,6,1,0,6,6,2,6,7,12486834,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
241,1,0,1,1,1,2,6,4,3,3,5,2,2,98059,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
242,2,0,1,1,2,1,6,3,4,2,6,2,1,99422,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
243,8,0,2,1,0,1,7,5,3,3,3,4,3,180103,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
244,8,0,2,1,1,2,6,5,4,4,2,4,2,159876,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
245,18,0,3,1,2,0,7,7,3,6,0,6,6,459967,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
246,2,0,1,2,2,1,4,4,5,2,7,2,1,273883,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
247,9,0,2,2,4,3,5,6,5,3,5,3,4,2341295,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
248,9,0,2,2,3,4,5,6,6,3,6,3,4,2366375,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
249,10,0,2,2,4,4,4,5,5,2,6,2,4,2775033,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
250,11,0,2,2,4,3,6,5,4,2,5,1,4,2860950,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
251,19,0,3,2,6,6,3,6,6,6,2,6,7,4700108,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
252,19,0,3,2,7,7,3,7,7,5,2,7,6,4456316,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
253,4,0,1,3,2,3,2,4,5,4,6,3,3,1364632,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
254,4,0,1,3,2,4,1,3,5,4,7,3,3,1604277,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
255,12,0,2,3,4,4,2,3,6,4,3,4,3,4894483,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
256,13,0,2,3,3,4,3,3,5,5,2,3,4,4428550,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
257,12,0,2,3,3,4,1,3,7,4,2,4,4,4167310,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
258,23,0,3,3,6,5,1,2,6,6,1,7,6,7891301,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
259,22,0,3,3,7,5,0,0,5,7,2,6,7,7162956,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
260,24,0,3,3,6,4,1,0,7,7,1,7,6,7410994,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
261,5,0,1,4,2,6,1,1,5,3,7,2,3,3326276,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
262,16,0,2,4,3,6,0,1,5,4,5,2,2,6567567,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
263,24,0,3,4,6,7,2,1,6,6,1,7,6,16924035,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
264,25,0,3,4,7,6,1,0,6,6,2,6,7,18580776,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
265,1,1,1,1,1,2,6,4,3,3,5,2,2,99465,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
266,1,1,1,1,2,1,6,3,4,2,6,2,1,99558,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
267,8,1,2,1,1,2,6,5,4,4,2,4,2,133867,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
268,1,1,1,2,2,1,4,4,5,2,7,2,1,249584,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
269,9,1,2,2,4,3,5,6,5,3,5,3,4,2174111,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
270,10,1,2,2,3,4,5,6,6,3,6,3,4,2352150,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
271,12,1,2,2,4,4,4,5,5,2,6,2,4,2642169,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
272,18,1,3,2,7,7,3,7,7,5,2,7,6,4501589,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
273,4,1,1,3,2,3,2,4,5,4,6,3,3,1564769,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
274,12,1,2,3,4,4,2,3,6,4,3,4,3,4253411,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
275,13,1,2,3,3,4,3,3,5,5,2,3,4,4379262,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
276,14,1,2,3,3,4,1,3,7,4,2,4,4,4125158,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
277,16,1,2,3,4,4,2,3,5,5,1,3,3,4878187,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
278,23,1,3,3,6,4,1,0,7,7,1,7,6,7654189,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
279,7,1,1,4,2,6,1,1,5,3,7,2,3,4074515,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
280,25,1,3,4,7,6,1,0,6,6,2,6,7,13070605,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
281,2,0,1,2,2,1,4,4,5,2,7,2,1,273456,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
282,4,0,1,3,2,3,2,4,5,4,6,3,3,1339381,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
283,5,0,1,4,2,6,1,1,5,3,7,2,3,3364752,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
284,10,0,2,2,4,4,4,5,5,2,6,2,4,2785644,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
285,12,0,2,3,4,4,2,3,6,4,3,4,3,4903999,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
286,12,0,2,3,3,4,1,3,7,4,2,4,4,4192950,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
287,16,0,2,4,3,6,0,1,5,4,5,2,2,6569011,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
288,19,0,3,2,6,6,3,6,6,6,2,6,7,4704501,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
289,22,0,3,3,7,5,0,0,5,7,2,6,7,7183612,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
290,25,0,3,4,7,6,1,0,6,6,2,6,7,18979799,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
291,1,1,1,2,2,1,4,4,5,2,7,2,1,258023,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
292,4,1,1,3,2,3,2,4,5,4,6,3,3,1551259,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
293,7,1,1,4,2,6,1,1,5,3,7,2,3,4036487,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
294,10,1,2,2,3,4,5,6,6,3,6,3,4,2326787,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
295,16,1,2,3,4,4,2,3,5,5,1,3,3,4890016,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
296,13,1,2,3,3,4,3,3,5,5,2,3,4,4414581,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
297,18,1,3,2,7,7,3,7,7,5,2,7,6,4489566,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
298,23,1,3,3,6,4,1,0,7,7,1,7,6,7475555,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
299,12,1,2,2,4,4,4,5,5,2,6,2,4,2659156,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
300,25,1,3,4,7,6,1,0,6,6,2,6,7,12532305,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
301,1,0,1,1,1,2,6,4,3,3,5,2,2,98059,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
302,2,0,1,1,2,1,6,3,4,2,6,2,1,99043,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
303,8,0,2,1,0,1,7,5,3,3,3,4,3,180058,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
304,8,0,2,1,1,2,6,5,4,4,2,4,2,159861,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
305,18,0,3,1,2,0,7,7,3,6,0,6,6,459852,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
306,2,0,1,2,2,1,4,4,5,2,7,2,1,273478,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
307,9,0,2,2,4,3,5,6,5,3,5,3,4,2337227,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
308,9,0,2,2,3,4,5,6,6,3,6,3,4,2443523,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
309,10,0,2,2,4,4,4,5,5,2,6,2,4,2793125,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
310,11,0,2,2,4,3,6,5,4,2,5,1,4,2844304,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
311,19,0,3,2,6,6,3,6,6,6,2,6,7,4741072,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
312,19,0,3,2,7,7,3,7,7,5,2,7,6,4486085,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
313,4,0,1,3,2,3,2,4,5,4,6,3,3,1279561,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
314,4,0,1,3,2,4,1,3,5,4,7,3,3,1680110,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
315,12,0,2,3,4,4,2,3,6,4,3,4,3,4835148,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
316,13,0,2,3,3,4,3,3,5,5,2,3,4,4438473,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
317,12,0,2,3,3,4,1,3,7,4,2,4,4,4179149,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
318,23,0,3,3,6,5,1,2,6,6,1,7,6,7926468,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
319,22,0,3,3,7,5,0,0,5,7,2,6,7,7212353,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
320,24,0,3,3,6,4,1,0,7,7,1,7,6,7401486,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
321,5,0,1,4,2,6,1,1,5,3,7,2,3,3344703,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
322,16,0,2,4,3,6,0,1,5,4,5,2,2,6569163,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
323,24,0,3,4,6,7,2,1,6,6,1,7,6,16829916,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
324,25,0,3,4,7,6,1,0,6,6,2,6,7,18340977,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
325,1,1,1,1,1,2,6,4,3,3,5,2,2,99931,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
326,1,1,1,1,2,1,6,3,4,2,6,2,1,99741,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
327,8,1,2,1,1,2,6,5,4,4,2,4,2,134117,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
328,1,1,1,2,2,1,4,4,5,2,7,2,1,256613,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
329,9,1,2,2,4,3,5,6,5,3,5,3,4,2123339,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
330,10,1,2,2,3,4,5,6,6,3,6,3,4,2366917,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
331,12,1,2,2,4,4,4,5,5,2,6,2,4,2660929,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
332,18,1,3,2,7,7,3,7,7,5,2,7,6,4482303,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
333,4,1,1,3,2,3,2,4,5,4,6,3,3,1547923,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
334,12,1,2,3,4,4,2,3,6,4,3,4,3,4275136,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
335,13,1,2,3,3,4,3,3,5,5,2,3,4,4342595,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
336,14,1,2,3,3,4,1,3,7,4,2,4,4,4184608,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
337,16,1,2,3,4,4,2,3,5,5,1,3,3,4846905,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
338,23,1,3,3,6,4,1,0,7,7,1,7,6,7687193,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
339,7,1,1,4,2,6,1,1,5,3,7,2,3,4084115,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
340,25,1,3,4,7,6,1,0,6,6,2,6,7,12835787,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
341,1,0,1,1,1,2,6,4,3,3,5,2,2,98005,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
342,2,0,1,1,2,1,6,3,4,2,6,2,1,99349,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
343,8,0,2,1,0,1,7,5,3,3,3,4,3,180101,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
344,8,0,2,1,1,2,6,5,4,4,2,4,2,159860,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
345,18,0,3,1,2,0,7,7,3,6,0,6,6,459518,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
346,2,0,1,2,2,1,4,4,5,2,7,2,1,273851,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
347,9,0,2,2,4,3,5,6,5,3,5,3,4,2336727,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
348,9,0,2,2,3,4,5,6,6,3,6,3,4,2438926,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
349,10,0,2,2,4,4,4,5,5,2,6,2,4,2751683,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
350,11,0,2,2,4,3,6,5,4,2,5,1,4,2882368,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
351,19,0,3,2,6,6,3,6,6,6,2,6,7,4730465,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
352,19,0,3,2,7,7,3,7,7,5,2,7,6,4464646,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
353,4,0,1,3,2,3,2,4,5,4,6,3,3,1268816,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
354,4,0,1,3,2,4,1,3,5,4,7,3,3,1648448,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
355,12,0,2,3,4,4,2,3,6,4,3,4,3,4829652,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
356,13,0,2,3,3,4,3,3,5,5,2,3,4,4427184,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
357,12,0,2,3,3,4,1,3,7,4,2,4,4,4228597,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
358,23,0,3,3,6,5,1,2,6,6,1,7,6,7981776,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
359,22,0,3,3,7,5,0,0,5,7,2,6,7,7125368,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
360,24,0,3,3,6,4,1,0,7,7,1,7,6,7432635,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
361,5,0,1,4,2,6,1,1,5,3,7,2,3,3404742,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
362,16,0,2,4,3,6,0,1,5,4,5,2,2,6568485,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
363,24,0,3,4,6,7,2,1,6,6,1,7,6,16551949,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
364,25,0,3,4,7,6,1,0,6,6,2,6,7,18341680,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
365,1,1,1,1,1,2,6,4,3,3,5,2,2,99313,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
366,1,1,1,1,2,1,6,3,4,2,6,2,1,99939,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
367,8,1,2,1,1,2,6,5,4,4,2,4,2,135207,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
368,1,1,1,2,2,1,4,4,5,2,7,2,1,250144,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
369,9,1,2,2,4,3,5,6,5,3,5,3,4,2141726,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
370,10,1,2,2,3,4,5,6,6,3,6,3,4,2330470,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
371,12,1,2,2,4,4,4,5,5,2,6,2,4,2667538,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
372,18,1,3,2,7,7,3,7,7,5,2,7,6,4506930,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
373,4,1,1,3,2,3,2,4,5,4,6,3,3,1550416,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
374,12,1,2,3,4,4,2,3,6,4,3,4,3,4319555,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
375,13,1,2,3,3,4,3,3,5,5,2,3,4,4366111,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
376,14,1,2,3,3,4,1,3,7,4,2,4,4,4161174,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
377,16,1,2,3,4,4,2,3,5,5,1,3,3,4843977,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
378,23,1,3,3,6,4,1,0,7,7,1,7,6,7503494,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
379,7,1,1,4,2,6,1,1,5,3,7,2,3,4069281,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
380,25,1,3,4,7,6,1,0,6,6,2,6,7,12764605,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
381,2,0,1,2,2,1,4,4,5,2,7,2,1,273507,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
382,4,0,1,3,2,3,2,4,5,4,6,3,3,1285762,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
383,5,0,1,4,2,6,1,1,5,3,7,2,3,3400020,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
384,10,0,2,2,4,4,4,5,5,2,6,2,4,2790383,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
385,12,0,2,3,4,4,2,3,6,4,3,4,3,4913251,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
386,12,0,2,3,3,4,1,3,7,4,2,4,4,4172672,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
387,16,0,2,4,3,6,0,1,5,4,5,2,2,6569724,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
388,19,0,3,2,6,6,3,6,6,6,2,6,7,4732717,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
389,22,0,3,3,7,5,0,0,5,7,2,6,7,7142146,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
390,25,0,3,4,7,6,1,0,6,6,2,6,7,19018241,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
391,1,1,1,2,2,1,4,4,5,2,7,2,1,249253,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
392,4,1,1,3,2,3,2,4,5,4,6,3,3,1557254,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
393,7,1,1,4,2,6,1,1,5,3,7,2,3,4006770,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
394,10,1,2,2,3,4,5,6,6,3,6,3,4,2387557,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
395,16,1,2,3,4,4,2,3,5,5,1,3,3,4859966,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
396,13,1,2,3,3,4,3,3,5,5,2,3,4,4357961,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
397,18,1,3,2,7,7,3,7,7,5,2,7,6,4532762,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
398,23,1,3,3,6,4,1,0,7,7,1,7,6,7440306,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
399,12,1,2,2,4,4,4,5,5,2,6,2,4,2640124,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
400,25,1,3,4,7,6,1,0,6,6,2,6,7,13024181,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
401,1,0,1,1,1,2,6,4,3,3,5,2,2,98002,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
402,2,0,1,1,2,1,6,3,4,2,6,2,1,99270,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
403,8,0,2,1,0,1,7,5,3,3,3,4,3,180042,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
404,8,0,2,1,1,2,6,5,4,4,2,4,2,159952,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
405,18,0,3,1,2,0,7,7,3,6,0,6,6,459459,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
406,2,0,1,2,2,1,4,4,5,2,7,2,1,273377,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
407,9,0,2,2,4,3,5,6,5,3,5,3,4,2341246,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
408,9,0,2,2,3,4,5,6,6,3,6,3,4,2435150,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
409,10,0,2,2,4,4,4,5,5,2,6,2,4,2748524,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
410,11,0,2,2,4,3,6,5,4,2,5,1,4,2816972,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
411,19,0,3,2,6,6,3,6,6,6,2,6,7,4705661,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
412,19,0,3,2,7,7,3,7,7,5,2,7,6,4445710,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
413,4,0,1,3,2,3,2,4,5,4,6,3,3,1337039,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
414,4,0,1,3,2,4,1,3,5,4,7,3,3,1698497,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
415,12,0,2,3,4,4,2,3,6,4,3,4,3,4915224,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
416,13,0,2,3,3,4,3,3,5,5,2,3,4,4383822,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
