prospect_id,lead_number,lead_origin,lead_source,do_not_email,do_not_call,totalvisits,total_time_spent_on_website,page_views_per_visit,last_activity,country,specialization,how_did_you_hear_about_x_education,what_is_your_current_occupation,what_matters_most_to_you_in_choosing_a_course,search,magazine,newspaper_article,x_education_forums,newspaper,digital_advertisement,through_recommendations,receive_more_updates_about_our_courses,tags,lead_quality,update_me_on_supply_chain_content,get_updates_on_dm_content,lead_profile,city,asymmetrique_activity_index,asymmetrique_profile_index,asymmetrique_activity_score,asymmetrique_profile_score,i_agree_to_pay_the_amount_through_cheque,a_free_copy_of_mastering_the_interview,last_notable_activity,converted,Conversion_Probability,Converted_Prediction,Recommended_Pitch_Persona
0cb30e55-42e9-486a-a4fa-4c900c6f3389,641414,Landing Page Submission,Google,No,No,7,842,3.5,SMS Sent,India,Human Resource Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,SMS Sent,1,0.9315929331686066,1,Brand Loyalist
4b77ad5c-95af-443b-9700-8874f26bda7a,607221,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,IT Projects Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Email Opened,1,0.9311877066435426,1,Conservative Wealth Preserver
1dbb330c-3427-4672-b651-3ede9db1f849,641312,API,Direct Traffic,No,No,6,1040,6.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,02.Medium,15.0,16.0,No,No,Modified,1,0.9309577670422918,1,Brand Loyalist
3db9d1cc-ee83-4ba4-b73d-60056c6f40ad,650153,Landing Page Submission,Direct Traffic,No,No,2,1613,2.0,Email Opened,India,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Metro Cities,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened,1,0.9309385539472622,1,Aggressive Growth Chaser
bf4a03bc-b747-45a6-a6b5-659afa3bf3ac,587853,Lead Add Form,Welingak Website,No,No,1,1232,1.0,Page Visited on Website,,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,01.High,01.High,16.0,17.0,No,No,Page Visited on Website,1,0.9309322458660517,1,Brand Loyalist
9d2a4ba6-62c8-4ec2-8e70-218d9ed1638d,608791,Landing Page Submission,Direct Traffic,No,No,8,1568,8.0,SMS Sent,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,Yes,SMS Sent,1,0.9305712178937005,1,Aggressive Growth Chaser
a574b910-04bb-4d6e-b68e-feaea70d4e77,592170,API,Google,No,No,2,1319,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,16.0,No,No,Email Opened,1,0.9292821493499852,1,Brand Loyalist
20a6fb1e-bde3-4670-a31e-a877337377e3,584858,Landing Page Submission,Direct Traffic,No,No,6,1835,6.0,Email Opened,India,Supply Chain Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened,1,0.9291070553939467,1,Aggressive Growth Chaser
3c9ececf-6393-4002-adc0-032e4c6d37ed,649470,API,Google,No,No,10,764,10.0,Email Opened,India,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Lateral Student,Select,01.High,02.Medium,16.0,16.0,No,No,Email Opened,1,0.9287329534621374,1,Conservative Wealth Preserver
207395ba-3c07-4e67-a7a8-e482a706b2b6,590521,API,Olark Chat,No,No,0,0,0.0,SMS Sent,,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Dual Specialization Student,Select,02.Medium,02.Medium,15.0,15.0,No,No,SMS Sent,1,0.9286956255610069,1,Conservative Wealth Preserver
838cbf3a-1e3a-4f18-a921-7f2f6f9827ca,588143,Lead Add Form,Reference,No,No,1,790,1.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,14.0,19.0,No,No,SMS Sent,1,0.9284729499620221,1,Conservative Wealth Preserver
a16686b5-e6cf-4bba-ba68-5d90822f9d97,591071,Landing Page Submission,Direct Traffic,No,No,3,1022,3.0,SMS Sent,India,Retail Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,SMS Sent,1,0.9275500744317461,1,Brand Loyalist
d1a807bb-0fa9-4f4a-8de4-a8d08f5c79fa,581947,Landing Page Submission,Direct Traffic,No,No,5,808,5.0,Email Opened,India,IT Projects Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,17.0,No,Yes,Email Opened,1,0.9274417984441345,1,Brand Loyalist
285f9545-20a4-4da5-a3f5-bbd503b079fd,647861,API,Referral Sites,No,No,7,1001,7.0,Email Opened,,Select,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Select,02.Medium,02.Medium,15.0,13.0,No,No,Email Opened,1,0.9271385588985765,1,Brand Loyalist
cd60f017-c77d-4311-ac6d-0186a7d2baac,585303,API,Olark Chat,No,No,0,0,0.0,SMS Sent,,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,01.High,02.Medium,16.0,15.0,No,No,SMS Sent,1,0.9270228056044931,1,Conservative Wealth Preserver
a36cedad-daf7-409c-a2de-5e7c5d5098f1,583435,Landing Page Submission,Google,No,No,2,1608,2.0,Email Link Clicked,India,"Banking, Investment And Insurance",Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,No,Modified,1,0.9264744798469092,1,Aggressive Growth Chaser
a7b1d47b-167b-4b03-a2dd-235cf1f50b61,641008,API,Google,No,No,3,1231,1.5,SMS Sent,India,Media and Advertising,Select,Other,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified,1,0.926174394033353,1,Brand Loyalist
df398ca5-ee10-4372-b618-689451b8c8ce,595073,Landing Page Submission,Google,No,No,4,887,4.0,Email Opened,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened,1,0.9254583063366125,1,Brand Loyalist
81421e3f-04f8-4c6e-a64f-2950883e0630,584727,Landing Page Submission,Direct Traffic,No,No,4,1840,4.0,SMS Sent,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in Next batch,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,16.0,No,Yes,SMS Sent,1,0.9253847865932832,1,Aggressive Growth Chaser
ec6e214f-aca3-46d8-8dc5-600fca41ea0f,606760,API,Olark Chat,No,No,0,0,0.0,SMS Sent,,Supply Chain Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent,1,0.9253411353227999,1,Conservative Wealth Preserver
9cf1e54d-b0d1-4015-af39-add477d3aaf2,645370,Lead Add Form,Reference,No,No,0,186,0.0,,,Human Resource Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Modified,1,0.9248639846581602,1,Conservative Wealth Preserver
0cd0cd55-6755-4630-ae19-dce5b210b226,633335,API,Google,No,No,2,1392,1.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Email Opened,1,0.922368144380525,1,Brand Loyalist
59306794-fa88-4bac-91e3-a87d4ecdfb83,601070,Landing Page Submission,Google,No,No,4,686,4.0,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Email Opened,1,0.9219498386854902,1,Conservative Wealth Preserver
b327780e-0680-4b52-a845-4443eb8cdc4e,606573,API,Google,Yes,No,4,1052,2.0,SMS Sent,India,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent,1,0.9218812133328735,1,Brand Loyalist
3830dbdd-b294-481f-8548-9478febac48a,606393,API,Google,No,No,2,1488,2.0,SMS Sent,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,SMS Sent,1,0.9216028442665625,1,Brand Loyalist
73413bd6-e089-4b8f-9359-ad5825101790,659146,Landing Page Submission,Google,No,No,5,1091,5.0,Unreachable,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,No,Unreachable,1,0.9214069482306523,1,Brand Loyalist
8fe6e4c6-3f17-4851-9417-d0374e03601a,641955,Lead Add Form,Reference,No,No,2,1349,1.0,Olark Chat Conversation,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,Select,Mumbai,01.High,01.High,16.0,19.0,No,Yes,Olark Chat Conversation,1,0.9203551628533426,1,Brand Loyalist
d7ca374b-a1a5-439c-bf24-12bcb6a0e147,646001,Landing Page Submission,Direct Traffic,No,No,2,942,2.0,Email Opened,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,15.0,19.0,No,Yes,Email Opened,1,0.9199677695314626,1,Brand Loyalist
7087aed1-9d5c-4c40-a651-6a7320508d14,629940,API,Google,No,No,2,997,2.0,Email Opened,India,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Email Opened,1,0.9199402588053044,1,Brand Loyalist
557bc9f4-4de9-4d83-8ce2-161b9252bbcf,605206,Landing Page Submission,Direct Traffic,No,No,5,876,5.0,Email Opened,India,Operations Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Other Cities of Maharashtra,,,,,No,Yes,Email Opened,1,0.9193056643382606,1,Brand Loyalist
45dcb4d2-6f44-4ec9-a972-b1718918f143,640969,Landing Page Submission,Google,No,No,4,1696,4.0,Page Visited on Website,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,01.High,01.High,16.0,20.0,No,No,Modified,1,0.9182472562339741,1,Aggressive Growth Chaser
e39e0d7a-5c51-42fc-877a-b1a3ad35bb80,603680,Landing Page Submission,Direct Traffic,No,No,3,880,3.0,Email Link Clicked,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Other Cities,,,,,No,Yes,Email Link Clicked,1,0.9176309308726887,1,Brand Loyalist
f507a896-2b2e-4aca-94f3-7ccd7c094f55,596446,Lead Add Form,Welingak Website,No,No,0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities of Maharashtra,,,,,No,No,SMS Sent,1,0.9173630319012982,1,Conservative Wealth Preserver
c8243ddd-9daa-4c71-b48f-b176dd5eaf08,580939,Landing Page Submission,Direct Traffic,No,No,5,1341,2.5,SMS Sent,India,"Banking, Investment And Insurance",Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,14.0,19.0,No,Yes,Modified,1,0.9159927205950921,1,Brand Loyalist
3bb399ba-4fcc-492c-ba16-ed2bf9baaf1b,645668,Lead Add Form,Welingak Website,No,No,0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,1,0.9140311356353763,1,Conservative Wealth Preserver
4ea64187-a5b9-46ae-8785-3a98de306a5c,626976,Landing Page Submission,Google,No,No,3,679,3.0,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,,,,,No,No,Email Opened,1,0.913010886885055,1,Conservative Wealth Preserver
1e25c1e9-8c44-47b3-9593-e80fc5ae6206,629355,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in Next batch,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,,,,,No,No,SMS Sent,1,0.9128117871379399,1,Conservative Wealth Preserver
2c21bb0a-d973-4ff4-a27e-ac3475ee69b3,598886,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,Human Resource Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,,,,,No,No,Email Opened,1,0.9122912804909653,1,Conservative Wealth Preserver
f5510e84-b8fb-4f7d-b78f-4724183d322d,584481,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Potential Lead,Select,02.Medium,01.High,15.0,19.0,No,No,Modified,1,0.9119834428959522,1,Conservative Wealth Preserver
405e00c7-6091-4cee-bac7-6acc19923e00,594083,Landing Page Submission,Organic Search,No,No,4,3,4.0,SMS Sent,India,Travel and Tourism,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Metro Cities,,,,,No,Yes,SMS Sent,1,0.9112636053401757,1,Conservative Wealth Preserver
70c6397d-adab-44a7-a6e4-793988086d4e,629884,Landing Page Submission,Google,No,No,4,1237,4.0,SMS Sent,India,Finance Management,Online Search,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,No,SMS Sent,1,0.909920279344427,1,Brand Loyalist
795e78cb-a8b1-4ad3-84a3-8a9db512b7e3,635638,Landing Page Submission,Direct Traffic,No,No,5,899,1.67,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened,1,0.9077532254725332,1,Brand Loyalist
acb7662d-d063-4104-a60e-c9eadb695535,598127,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Select,,,,,No,No,SMS Sent,1,0.9076865007861343,1,Conservative Wealth Preserver
9bc38ed8-604d-4b5e-8af3-e7aa1d773fba,627107,Lead Add Form,Reference,No,No,0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Select,,,,,No,No,SMS Sent,1,0.9076865007861343,1,Conservative Wealth Preserver
1f442c0a-4c91-4ba7-858a-589e78ade2bb,606860,Lead Add Form,,No,No,0,0,0.0,SMS Sent,,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Thane & Outskirts,,,,,No,No,SMS Sent,1,0.9070775608627166,1,Conservative Wealth Preserver
7f42c903-260e-4e0d-a6f7-aa52a8faf66b,582083,Landing Page Submission,Organic Search,No,No,4,653,2.0,SMS Sent,India,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,01.High,14.0,17.0,No,No,SMS Sent,1,0.9067029193393528,1,Conservative Wealth Preserver
2c9ee018-0f52-4596-aa29-f65210d917d1,588013,Lead Add Form,Reference,No,No,0,1203,0.0,,,"Banking, Investment And Insurance",Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,14.0,19.0,No,No,Modified,1,0.9052114699869379,1,Brand Loyalist
1afcf2a2-e05d-4e7c-8c39-ef0a01cef78b,632274,API,Olark Chat,No,No,6,781,2.0,Email Opened,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened,1,0.9037547122757684,1,Conservative Wealth Preserver
3aabd898-30ee-416d-aa8f-ff8d638686dd,598319,Lead Add Form,Reference,No,No,0,159,0.0,,,Marketing Management,Select,Other,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Modified,1,0.9030740789251434,1,Conservative Wealth Preserver
f7b01df1-3c86-4a3f-a634-e768a41b6728,595564,Landing Page Submission,Direct Traffic,No,No,3,69,3.0,SMS Sent,India,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,1,0.9023647848275544,1,Conservative Wealth Preserver
0918c483-3947-4cc0-99e6-56d29483f56b,644174,Landing Page Submission,Direct Traffic,No,No,3,1024,1.5,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Other Leads,Other Cities of Maharashtra,03.Low,01.High,11.0,17.0,No,Yes,Email Opened,1,0.9012165536259382,1,Brand Loyalist
746e8acf-ff09-4dff-9ce1-475588b005b9,651799,Lead Add Form,Welingak Website,No,No,0,0,0.0,Email Link Clicked,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Email Link Clicked,1,0.899980660545693,1,Conservative Wealth Preserver
06f5b651-7a0e-4ff8-a010-a152c5eaa07f,580776,Landing Page Submission,Direct Traffic,No,No,2,1202,2.0,SMS Sent,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,Yes,SMS Sent,1,0.8997939602206665,1,Brand Loyalist
fb4e9956-16fc-433f-84e0-42d35caaad85,602307,API,Google,No,No,3,1536,1.5,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,,,,,No,No,SMS Sent,1,0.8992561156530248,1,Aggressive Growth Chaser
fc95b223-667b-4559-ade8-443d74919569,632896,Landing Page Submission,Organic Search,No,No,5,269,5.0,SMS Sent,India,Media and Advertising,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,1,0.8991787629413948,1,Conservative Wealth Preserver
0a571174-fd4f-4afd-ab8a-fafe7aac9b1f,609847,Landing Page Submission,Direct Traffic,No,No,1,790,1.0,Converted to Lead,Oman,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Mumbai,,,,,No,Yes,Modified,1,0.8986342446284107,1,Conservative Wealth Preserver
dabf5fc2-9b78-402f-8c7a-c7ea6c66941f,608628,Landing Page Submission,Google,No,No,6,1803,3.0,Page Visited on Website,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Other Cities of Maharashtra,,,,,No,No,Page Visited on Website,1,0.8985416442650839,1,Aggressive Growth Chaser
659b321e-eeea-4728-ad64-607867ddb697,642145,Landing Page Submission,Organic Search,No,No,3,1264,3.0,Converted to Lead,India,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Other Cities,02.Medium,02.Medium,15.0,16.0,No,Yes,Modified,1,0.898422512153113,1,Brand Loyalist
f5f40ced-5fb0-46d5-b647-9b502076d793,639408,Landing Page Submission,Google,No,No,7,940,7.0,Email Opened,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,Yes,Email Opened,1,0.8983097429011927,1,Brand Loyalist
2f091900-253a-4336-a4cc-62287401571c,620304,Landing Page Submission,Direct Traffic,No,No,5,264,5.0,Email Opened,India,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Other Leads,Thane & Outskirts,,,,,No,Yes,Email Opened,1,0.8980209380073808,1,Conservative Wealth Preserver
777048d9-7ca7-48fc-b14f-b94cc85659c5,617405,Landing Page Submission,Direct Traffic,No,No,7,899,2.33,Page Visited on Website,France,E-COMMERCE,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,02.Medium,15.0,16.0,No,Yes,Modified,1,0.8976328585612265,1,Brand Loyalist
3a0ce10f-d2c1-4213-a2bc-4f97bcd29699,659710,Lead Add Form,Reference,No,No,0,705,0.0,,,Hospitality Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,14.0,16.0,No,No,Modified,1,0.8961077362130675,1,Conservative Wealth Preserver
56003d67-9085-45fc-9e77-9906e6840e80,654434,Landing Page Submission,Google,No,No,9,888,9.0,Email Opened,India,Finance Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened,1,0.8939522216301995,1,Brand Loyalist
9359e5a0-70df-46cf-84ec-ce987f9103f1,630428,API,Direct Traffic,No,No,3,1099,1.5,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,SMS Sent,1,0.8932460576083835,1,Brand Loyalist
fc2ca3b9-755c-47cc-98f1-668d4ffce08f,649398,API,Referral Sites,No,No,11,1863,5.5,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,01.High,02.Medium,16.0,13.0,No,No,SMS Sent,1,0.8929884507525974,1,Aggressive Growth Chaser
9f7d13c1-d171-4293-a29a-d9812c7efea8,591226,Landing Page Submission,Direct Traffic,No,No,2,1095,2.0,Email Opened,Bahrain,Healthcare Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Other Leads,Tier II Cities,02.Medium,02.Medium,15.0,14.0,No,Yes,Email Opened,1,0.8929714350721752,1,Brand Loyalist
ebf3c35b-2aed-451d-b57d-acd49c4e748f,583924,Landing Page Submission,Direct Traffic,No,No,3,1353,3.0,Email Opened,India,Healthcare Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,17.0,No,Yes,Modified,1,0.8925038043170781,1,Brand Loyalist
d9bbf074-c946-4550-9310-03a36060806c,594160,Landing Page Submission,Direct Traffic,No,No,2,1764,2.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Mumbai,,,,,No,Yes,Email Opened,1,0.8916953281862923,1,Aggressive Growth Chaser
5d0efd89-0a6f-42c6-91fd-93ea87e4d753,635473,Landing Page Submission,Google,No,No,3,1231,3.0,SMS Sent,India,Business Administration,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Tier II Cities,02.Medium,01.High,15.0,19.0,No,No,Modified,1,0.8914562911663794,1,Brand Loyalist
f755761c-1c67-43c6-b206-b531ba0ebdf0,594523,Landing Page Submission,Google,No,No,4,752,4.0,Email Opened,India,Finance Management,Multiple Sources,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Mumbai,03.Low,02.Medium,12.0,15.0,No,No,Email Opened,1,0.8914026878763822,1,Conservative Wealth Preserver
f7ed6c72-7d36-413c-b2e0-414213c4ceef,617929,Lead Add Form,Reference,No,No,0,0,0.0,Email Opened,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,,,,,No,No,Email Opened,1,0.8911922174364925,1,Conservative Wealth Preserver
a8672970-1a5d-48c9-a376-821853b6d180,645377,Lead Add Form,Welingak Website,No,No,0,429,0.0,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified,1,0.8905372724076217,1,Conservative Wealth Preserver
58073de8-3edf-434d-87bf-cda478b48d6c,638993,Landing Page Submission,Google,No,No,5,1421,5.0,SMS Sent,India,Human Resource Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Modified,1,0.8879710411014899,1,Brand Loyalist
6536e1c5-9c3c-4d3f-9d17-14692104d77d,635710,API,Olark Chat,No,No,0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified,1,0.8878185669669506,1,Conservative Wealth Preserver
