Prospect ID,Lead Origin,Lead Source,Total Time Spent on Website,Last Activity,Converted,AI_Conversion_Probability,Lead_Tier,Recommended_Asset_Class
3d4e3232-8041-44e4-bb45-5314e33a2bd8,Lead Add Form,Reference,0,Email Opened,1,0.8307434177071983,Tier 1: Hot,Debt Scheme
b982ddc3-5f08-4749-a85e-dd74b03fd945,Lead Add Form,Reference,0,Email Opened,0,0.44482256406888276,Tier 3: Cold,Debt Scheme
73bc0df6-64f5-4ae3-9e19-c0efc2f949c1,Lead Add Form,Reference,0,Email Opened,1,0.985603947699077,Tier 1: Hot,Debt Scheme
1e8b9333-dcac-4e7b-8ff1-6cdbe9726db0,API,Google,300,Converted to Lead,0,0.26107231635481537,Tier 3: Cold,Debt Scheme
31394183-a555-4a94-8595-5429cec4bdf0,API,Google,9,Page Visited on Website,0,0.4163185414896873,Tier 3: Cold,Debt Scheme
ba6ac56a-0d13-494d-9fd8-0ce0cb4ee193,API,Olark Chat,0,Email Opened,1,0.967044145959038,Tier 1: Hot,Debt Scheme
41756e8c-ec38-4190-8751-e24c1042f54c,Landing Page Submission,Organic Search,115,Email Opened,0,0.2837269294852136,Tier 3: Cold,Debt Scheme
44cf6fee-4967-43ec-91b4-346f1108b46c,Landing Page Submission,Google,779,Email Opened,0,0.26699541858848913,Tier 3: Cold,Debt Scheme
9f7b3110-8259-4fa1-85c8-68cbcba02396,API,Google,1007,Olark Chat Conversation,1,0.8714698763660295,Tier 1: Hot,Equity Scheme
c4299137-5b37-4724-ae66-3476838145a2,API,Olark Chat,0,Olark Chat Conversation,0,0.371316769252867,Tier 3: Cold,Debt Scheme
4cb2a48d-e9d2-4845-acb1-baaad08c8c07,Lead Add Form,Reference,1570,Page Visited on Website,1,0.7158808752583891,Tier 2: Nurture,Equity Scheme
638fecaf-4479-4dd0-8785-cfb9e492d817,Landing Page Submission,Google,2069,Email Opened,1,0.7972072000773113,Tier 2: Nurture,Equity Scheme
08f4a4f0-08c2-4bbb-a12f-5b5b3f4a2062,API,Olark Chat,0,Olark Chat Conversation,0,0.1903553586804674,Tier 3: Cold,Debt Scheme
e061de96-e40c-4d65-a504-745b15c787c3,API,Google,176,Email Opened,0,0.11321156093860169,Tier 3: Cold,Debt Scheme
746e8acf-ff09-4dff-9ce1-475588b005b9,Lead Add Form,Welingak Website,0,Email Link Clicked,1,0.7967147597904318,Tier 2: Nurture,Debt Scheme
074b57ad-1d96-46aa-8d47-864f4c199706,API,Google,97,Converted to Lead,0,0.18048649539036196,Tier 3: Cold,Debt Scheme
3c72ca59-a9f5-4723-afaa-263948196e31,API,Google,442,Converted to Lead,1,0.8558447248519976,Tier 1: Hot,Debt Scheme
1d00ce3a-3f2d-4478-b88c-1517ecc35247,Landing Page Submission,Google,271,Email Opened,0,0.3288404873396872,Tier 3: Cold,Debt Scheme
ad9ede34-d1f0-4135-b734-12c2920fc674,API,Google,258,Converted to Lead,0,0.3384232402375421,Tier 3: Cold,Debt Scheme
39937239-829a-4741-aced-a7edc27822e7,Landing Page Submission,Google,1277,Email Opened,0,0.36325421229018307,Tier 3: Cold,Equity Scheme
7e942f06-0d42-4444-bb24-dcf5f76c7e2c,API,Referral Sites,480,Email Opened,0,0.276251913718507,Tier 3: Cold,Debt Scheme
b67b2aef-02c7-4d47-970a-b84b2ef8d15a,Landing Page Submission,Google,605,Email Opened,1,0.831143202858044,Tier 1: Hot,Debt Scheme
090754e0-f007-4b16-845c-641ce1237585,API,Olark Chat,0,Email Opened,0,0.4277199636893797,Tier 3: Cold,Debt Scheme
1802e701-ab49-448f-88a3-46db31b42e71,API,Olark Chat,968,Email Opened,1,0.8312074596784811,Tier 1: Hot,Debt Scheme
bac211dd-6c27-4b17-bd5d-8892f6763fbb,Landing Page Submission,Google,1452,Page Visited on Website,0,0.3224577187028655,Tier 3: Cold,Equity Scheme
f5fff4f3-2de4-4176-967f-d8e50e25ab29,API,Olark Chat,0,SMS Sent,1,0.7511522260868048,Tier 2: Nurture,Debt Scheme
132cf967-6862-4e27-a343-2ca332083dec,Landing Page Submission,Google,1198,SMS Sent,0,0.4440307225670774,Tier 3: Cold,Equity Scheme
39972c87-418f-4291-89f1-f6496cd4ef9c,API,Google,1334,Olark Chat Conversation,1,0.8214883803563189,Tier 1: Hot,Equity Scheme
b2dfb7a5-814d-465b-816e-63d6b3a863ca,Lead Add Form,,1378,Email Bounced,1,0.965305311309749,Tier 1: Hot,Equity Scheme
82af59c3-32ae-4174-975a-872b88526a08,API,Organic Search,65,Email Opened,0,0.254753939825304,Tier 3: Cold,Debt Scheme
6dd62538-2a50-482a-a2d8-6a8a753f1e48,API,Organic Search,454,Converted to Lead,1,0.8683706215806326,Tier 1: Hot,Debt Scheme
11cb44c5-d45b-41b9-aa03-f0084d319416,Lead Add Form,Reference,0,Email Opened,1,0.8833566434966638,Tier 1: Hot,Debt Scheme
a7b064a7-1901-4ca4-8bac-5c5ab0a6bf15,API,Referral Sites,1097,Olark Chat Conversation,1,0.7037973924106167,Tier 2: Nurture,Equity Scheme
6a3f82ae-67e0-4208-9959-d667af6b605b,Lead Add Form,Reference,0,Email Opened,1,0.8924258378848461,Tier 1: Hot,Debt Scheme
a51a4dc1-5260-42ab-94f5-0dfddee58c76,API,Referral Sites,166,Email Opened,0,0.329528697964902,Tier 3: Cold,Debt Scheme
65fcfe84-c16d-4ad0-8a93-0bd38590dce7,API,Google,1577,Olark Chat Conversation,1,0.978710392066142,Tier 1: Hot,Equity Scheme
403e80b7-da91-486d-981a-a3db2acd267d,API,Organic Search,143,Converted to Lead,0,0.11122223098308956,Tier 3: Cold,Debt Scheme
2f841572-a110-421d-932a-28beffe5d479,API,Google,234,Olark Chat Conversation,0,0.31430895109413887,Tier 3: Cold,Debt Scheme
e4234e9b-1119-4b04-98b0-20db3010cac6,Lead Add Form,Reference,0,Email Opened,1,0.7247514037428067,Tier 2: Nurture,Debt Scheme
35427186-edd5-470e-a386-47ae4fd6fe19,Landing Page Submission,Google,87,Email Opened,0,0.2458621712184186,Tier 3: Cold,Debt Scheme
2cb66fac-4933-452e-8afe-daa9cf778401,Landing Page Submission,Direct Traffic,1662,Page Visited on Website,1,0.8456365529960603,Tier 1: Hot,Equity Scheme
176276e4-0127-47bd-b1d2-e79a6da5dda6,API,Google,68,Olark Chat Conversation,0,0.1794504547684472,Tier 3: Cold,Debt Scheme
d638f2b3-bb29-4a6f-b4ea-8caa2ee15dee,Landing Page Submission,Google,829,Converted to Lead,0,0.17744680687316441,Tier 3: Cold,Debt Scheme
ae009311-e20b-4df0-9124-eb13f31d0b08,API,Google,1142,Email Opened,1,0.9174885364157616,Tier 1: Hot,Equity Scheme
f5c64548-fd2d-48e0-9a9b-992bc0bce87d,API,Olark Chat,0,Olark Chat Conversation,0,0.23019816592620665,Tier 3: Cold,Debt Scheme
188edb43-a4c9-48e3-9b8b-bbddc32a419c,API,Google,305,Olark Chat Conversation,1,0.960435743937807,Tier 1: Hot,Debt Scheme
7f3dbe48-0ba6-46bc-8c63-13b5a21152d9,Landing Page Submission,Organic Search,1652,Email Opened,1,0.759490495739782,Tier 2: Nurture,Equity Scheme
420d65de-5f10-4f94-beec-31434579ad8a,API,Organic Search,1092,Had a Phone Conversation,1,0.7552994389924633,Tier 2: Nurture,Equity Scheme
cbc292d8-752f-47ea-92c6-07d4247638d5,Landing Page Submission,Google,201,Email Opened,0,0.3061915575930828,Tier 3: Cold,Debt Scheme
52362ee9-2e5c-41cf-802f-c17642f8a6d2,Landing Page Submission,Organic Search,1326,Olark Chat Conversation,0,0.35228571076622045,Tier 3: Cold,Equity Scheme
a2097a67-8144-4e1e-a2a2-7f7f8e355765,Landing Page Submission,Google,293,Form Submitted on Website,0,0.18442237111980805,Tier 3: Cold,Debt Scheme
d73236a1-1564-488c-ae10-caf8d1b47371,API,Google,1126,Email Opened,1,0.7190555054342221,Tier 2: Nurture,Equity Scheme
61f9826b-2916-46ff-9b3a-6ac37582ff5f,Landing Page Submission,Google,179,Email Opened,0,0.44023359762430886,Tier 3: Cold,Debt Scheme
dd52a76e-45fa-4f2a-8b4f-5efc50b395db,API,Google,193,SMS Sent,0,0.3161450596233665,Tier 3: Cold,Debt Scheme
b6346754-c3aa-4a3f-a2c4-dfcae37c00ad,API,Google,168,Email Opened,0,0.44349550264178234,Tier 3: Cold,Debt Scheme
f2366dee-0d24-4656-9613-c1cc5ffebc3f,API,Referral Sites,186,Olark Chat Conversation,0,0.2182145954962802,Tier 3: Cold,Debt Scheme
967124de-1aa1-451c-9851-5a44bc7b23a0,API,Olark Chat,0,Email Opened,1,0.8162212876538445,Tier 1: Hot,Debt Scheme
34a7a87b-b2b8-4881-99f9-8db3ca96bbcb,Landing Page Submission,Direct Traffic,238,Email Opened,0,0.1779112727894332,Tier 3: Cold,Debt Scheme
2ddb1ac9-7afa-457f-9fc6-976281d5e75e,API,Google,233,Email Opened,0,0.19142005994586953,Tier 3: Cold,Debt Scheme
cc430e48-ab52-4429-9848-3fc3311a502d,API,Google,121,Email Opened,0,0.27916574244436837,Tier 3: Cold,Debt Scheme
81346bcb-3515-4ce7-be65-dbe71881005f,Landing Page Submission,Direct Traffic,834,Email Opened,1,0.9499178300939201,Tier 1: Hot,Debt Scheme
a570e684-cc6b-442e-880e-90ac83d156b3,API,Google,50,Form Submitted on Website,0,0.15866754734420457,Tier 3: Cold,Debt Scheme
ebfc81ea-7a75-4c5c-96a0-e9e76166e00c,API,Direct Traffic,396,Email Bounced,0,0.1920082456962641,Tier 3: Cold,Debt Scheme
6cba258f-5987-4522-a54b-333cf536bb58,Landing Page Submission,Google,376,Unreachable,0,0.11251193806305262,Tier 3: Cold,Debt Scheme
26f0b61c-b971-4dde-b6fa-b09a7748bf92,Landing Page Submission,Organic Search,1104,Email Opened,1,0.8867598675393146,Tier 1: Hot,Equity Scheme
1cd0f766-86cb-4264-90e3-0b3a6c94db34,API,Direct Traffic,297,Email Bounced,0,0.27224082998005156,Tier 3: Cold,Debt Scheme
93f9fdc6-8a85-40f2-b9ef-19ecf0e3dd1b,API,Organic Search,1276,Email Opened,1,0.7073620431415,Tier 2: Nurture,Equity Scheme
3bfccb90-3df4-4ebe-9a4e-8557e09327a0,Landing Page Submission,Google,75,Email Link Clicked,0,0.16009289759497192,Tier 3: Cold,Debt Scheme
135ee1fe-3345-4ac6-8da9-ef70ede6d3ff,API,Olark Chat,0,Olark Chat Conversation,1,0.9076319463657453,Tier 1: Hot,Debt Scheme
2a03aea0-e2d1-4cc7-966a-9e23d4b64109,API,Organic Search,893,Email Opened,1,0.8910879431539439,Tier 1: Hot,Debt Scheme
45f09215-9028-40cf-b8be-67c5cec92695,Landing Page Submission,Google,89,Email Opened,0,0.13297362726437284,Tier 3: Cold,Debt Scheme
dead4c87-b79a-4aea-876e-11cd927ea36b,API,Olark Chat,645,Page Visited on Website,0,0.36399881656232563,Tier 3: Cold,Debt Scheme
0de4e0f3-ef93-4d7f-9de5-e7caa32b7628,Landing Page Submission,Google,638,SMS Sent,1,0.7670116910105407,Tier 2: Nurture,Debt Scheme
dbcde5e4-cc6b-4057-9b38-1da8da311e99,Landing Page Submission,Google,938,Converted to Lead,0,0.18728152579856225,Tier 3: Cold,Debt Scheme
56cdd459-8c24-4340-87d7-c778f39ee108,Landing Page Submission,Google,296,Email Opened,0,0.4117333365621675,Tier 3: Cold,Debt Scheme
7d71dc29-8305-4e2b-b503-c67aa42caa11,Landing Page Submission,Google,120,Unreachable,0,0.3514859613427861,Tier 3: Cold,Debt Scheme
9379f0da-25a6-4b47-a192-b7e4eb6b04a8,Landing Page Submission,Organic Search,1047,Email Opened,1,0.9319756647582249,Tier 1: Hot,Equity Scheme
eaa3e113-08d4-4eaf-b0f6-9f1795b58de4,API,Direct Traffic,88,Email Bounced,0,0.3873941365698129,Tier 3: Cold,Debt Scheme
da29a16f-2c08-445f-a211-eed649a68c11,API,Organic Search,602,Email Opened,0,0.27256229253907166,Tier 3: Cold,Debt Scheme
49ba50c5-0f66-4c9f-bcf8-ab64a79dd9ba,Landing Page Submission,Google,168,Email Opened,1,0.7690730065035507,Tier 2: Nurture,Debt Scheme
27d1ebd2-606c-4e03-9424-70fa440b4478,Landing Page Submission,Google,1051,Email Link Clicked,0,0.3102589210576377,Tier 3: Cold,Equity Scheme
67439ead-a956-4cfb-b088-99f43aab67ea,Landing Page Submission,Google,854,Email Opened,1,0.7705199353898416,Tier 2: Nurture,Debt Scheme
1dea243c-52f5-4410-86db-8d1ef8b9be2c,API,Google,1762,Email Opened,0,0.44772554613849785,Tier 3: Cold,Equity Scheme
9160a406-6fce-44d7-b2cf-01d5689578cc,Landing Page Submission,Referral Sites,453,Email Link Clicked,1,0.9481519757508229,Tier 1: Hot,Debt Scheme
4377b169-87ec-484c-abf8-c06b3ec21e65,Landing Page Submission,Google,1966,Email Opened,1,0.9407637607244276,Tier 1: Hot,Equity Scheme
252f001b-f0c4-4323-8315-7f0ed545a4b2,API,Google,1494,Converted to Lead,0,0.26111248652008945,Tier 3: Cold,Equity Scheme
88a022f6-5541-44a5-bd24-93704ed19295,Landing Page Submission,Organic Search,36,Email Opened,0,0.113808183522942,Tier 3: Cold,Debt Scheme
435cb827-db56-4301-9f5e-14e1be5a9ffd,Landing Page Submission,Direct Traffic,887,Unreachable,0,0.10506472452600277,Tier 3: Cold,Debt Scheme
63a3d091-41ab-45a8-ad0b-3efdb4647a42,Landing Page Submission,Direct Traffic,59,Email Opened,1,0.7850128417756939,Tier 2: Nurture,Debt Scheme
baeb2f65-f796-4269-8cf1-54601cb1edcc,Landing Page Submission,Referral Sites,331,Email Opened,0,0.32718210918849183,Tier 3: Cold,Debt Scheme
3fe5e40b-545d-42ae-bb84-181bc4d45ebe,Landing Page Submission,Google,164,Converted to Lead,0,0.29850708076968724,Tier 3: Cold,Debt Scheme
66cc8cf6-0689-4a1c-845a-aeaf9143650c,API,Google,1585,Email Opened,1,0.7247974739477957,Tier 2: Nurture,Equity Scheme
629098ae-dde2-4ba4-a7c1-7343dd7f2a17,Landing Page Submission,Google,1169,Email Opened,1,0.7602870139923479,Tier 2: Nurture,Equity Scheme
daa35566-8fc8-47d2-9b2b-9aa9fd23523c,Landing Page Submission,Organic Search,1425,SMS Sent,1,0.7076943391234076,Tier 2: Nurture,Equity Scheme
0020b1d4-5bce-49b2-b8e3-0e04b5b0be5a,Landing Page Submission,Google,1071,Email Opened,0,0.42361798624488495,Tier 3: Cold,Equity Scheme
209f2abd-fe9b-4707-9556-1a86d2ebce91,Landing Page Submission,Google,12,Form Submitted on Website,0,0.2391571542587263,Tier 3: Cold,Debt Scheme
f4a95990-e8fc-46e5-8e82-cc1eb93b3694,API,Organic Search,180,Olark Chat Conversation,0,0.3187228644259597,Tier 3: Cold,Debt Scheme
0a80f999-708f-4abb-8508-591f6ef2829d,API,Google,271,Email Opened,0,0.3729365364681002,Tier 3: Cold,Debt Scheme
521b12d0-b8ff-42f9-9ce1-ac6daa07797f,Landing Page Submission,Organic Search,139,Olark Chat Conversation,0,0.37437384769966064,Tier 3: Cold,Debt Scheme
ceb2b9e9-9a24-47e8-bf2b-9dadcd3f8e46,Landing Page Submission,Google,781,Olark Chat Conversation,1,0.799127031992384,Tier 2: Nurture,Debt Scheme
d61d6410-bad1-4bc2-a3a3-78a3c3c02bad,Landing Page Submission,Organic Search,338,Email Opened,0,0.4002831808908177,Tier 3: Cold,Debt Scheme
f26a5ae1-e85a-4690-982a-c16d4f1f98a4,API,Olark Chat,0,Olark Chat Conversation,0,0.23698233267731142,Tier 3: Cold,Debt Scheme
465a6156-4ea4-47e4-85fe-7e8afa1c916e,API,Google,117,Olark Chat Conversation,1,0.8711855333292943,Tier 1: Hot,Debt Scheme
4ab47065-196e-445e-8080-95d39045a487,API,Direct Traffic,1028,Email Opened,0,0.18407950823844085,Tier 3: Cold,Equity Scheme
6c958747-6f43-45ae-aec2-546de11e4711,Landing Page Submission,Organic Search,406,Email Opened,0,0.19807574244669987,Tier 3: Cold,Debt Scheme
e2f5af78-449c-4d9f-b5fd-de82f0db7224,API,Google,341,Email Opened,1,0.8187293791354597,Tier 1: Hot,Debt Scheme
5c658b23-0bad-4c5d-ae7d-9c7f626215d3,API,Olark Chat,0,Unreachable,1,0.8600936824470743,Tier 1: Hot,Debt Scheme
ea7e2a1e-be23-4050-b1f3-996ac151a5c8,Landing Page Submission,Google,250,Had a Phone Conversation,0,0.24596933268144694,Tier 3: Cold,Debt Scheme
002da94e-b168-4e27-bdeb-a0da92666434,Landing Page Submission,Direct Traffic,171,Email Opened,0,0.18019081486898966,Tier 3: Cold,Debt Scheme
d0acaf28-d22e-4991-ae5d-150d7ec8c4a8,API,Organic Search,78,Page Visited on Website,0,0.18112659716580287,Tier 3: Cold,Debt Scheme
1611faaf-26d4-4ba9-bac3-66be18051876,Lead Add Form,Welingak Website,0,SMS Sent,1,0.9214456803063307,Tier 1: Hot,Debt Scheme
096fbe99-99be-48a1-90b2-f7ff9f9755f2,Landing Page Submission,Google,60,Page Visited on Website,0,0.3918708101613629,Tier 3: Cold,Debt Scheme
c86928a7-28bc-4762-8606-aa5f2965ac07,API,Olark Chat,0,Olark Chat Conversation,0,0.29373580987501413,Tier 3: Cold,Debt Scheme
67c56daa-f6b1-4e64-bcea-8fe0b2a3e36d,API,Referral Sites,494,Email Opened,0,0.3156387801455024,Tier 3: Cold,Debt Scheme
25bd7bd2-e2b8-4017-8691-c81e35c9fa8e,API,Google,1551,SMS Sent,1,0.9594201457992865,Tier 1: Hot,Equity Scheme
059777fc-6c68-45a3-b24c-1fd12fe99460,API,Google,1499,Email Opened,1,0.9319580242247214,Tier 1: Hot,Equity Scheme
8be83f50-f153-47d4-872a-d84667f1fe2c,Landing Page Submission,Organic Search,266,Email Opened,0,0.420416908426416,Tier 3: Cold,Debt Scheme
ecac6752-d6a4-4dda-a7e5-6464fb71ad5e,API,Google,1117,Email Opened,1,0.706516099412834,Tier 2: Nurture,Equity Scheme
ca1bf6bc-2fcf-4779-bdbe-cbf6f3f4c5e4,Landing Page Submission,blog,677,Email Opened,0,0.24645637640067977,Tier 3: Cold,Debt Scheme
4bae149e-3b30-4262-8f78-50685d52125b,API,Google,388,Olark Chat Conversation,0,0.22059666779575637,Tier 3: Cold,Debt Scheme
20149054-88d0-4d18-9573-8cf3d657da89,API,Google,63,Page Visited on Website,0,0.27435275208790194,Tier 3: Cold,Debt Scheme
75145cf2-df48-444b-a034-180a737eb212,API,Olark Chat,0,Olark Chat Conversation,0,0.26017115609081126,Tier 3: Cold,Debt Scheme
bc752f87-cc7e-4885-9211-68259fde2541,Landing Page Submission,Organic Search,519,Page Visited on Website,0,0.28161133607787847,Tier 3: Cold,Debt Scheme
bf1dbdcf-7ad6-469e-804b-2c17e6edaa53,Landing Page Submission,Google,137,Visited Booth in Tradeshow,0,0.14897164202944793,Tier 3: Cold,Debt Scheme
693f98c6-2f45-46e9-bba1-d241541b1faa,API,Olark Chat,0,Olark Chat Conversation,0,0.27959952552964695,Tier 3: Cold,Debt Scheme
9c3671b3-b4d0-40cc-ada9-aba0a3b9a456,API,Google,984,SMS Sent,0,0.1848465848605238,Tier 3: Cold,Debt Scheme
dcfeff2a-9cc8-460a-8db0-00da20a1bc9b,Landing Page Submission,Google,1224,Email Opened,1,0.749786992896008,Tier 2: Nurture,Equity Scheme
6d398ad4-8a00-46e1-b244-f58eed706525,Landing Page Submission,Google,911,Email Opened,1,0.778969124690617,Tier 2: Nurture,Debt Scheme
234320c2-fce5-4dfd-862e-c609eb4765b3,Lead Add Form,Olark Chat,1582,Page Visited on Website,1,0.7053332961987653,Tier 2: Nurture,Equity Scheme
01b9f473-3609-4846-a0e4-ddcd1f6170ae,Landing Page Submission,Direct Traffic,942,Email Opened,0,0.249604672299796,Tier 3: Cold,Debt Scheme
52fe1b3c-c00a-4039-8811-b9eb2a1b8ac4,Landing Page Submission,Direct Traffic,1534,Email Link Clicked,1,0.7341478140381409,Tier 2: Nurture,Equity Scheme
70b2eb1c-5df5-46b6-b785-d95cd6b5885d,API,Google,1303,Converted to Lead,1,0.8671897778991335,Tier 1: Hot,Equity Scheme
11aaf317-3767-4056-82a5-fc14569838d1,API,Google,297,Form Submitted on Website,0,0.33776083285974373,Tier 3: Cold,Debt Scheme
84c63cf2-7d4a-41e5-a679-b3546eed5a2d,Lead Add Form,Reference,0,SMS Sent,1,0.8607116207295801,Tier 1: Hot,Debt Scheme
9a02fe20-be3d-4a67-a7a5-e8ce6ae0393c,Landing Page Submission,Organic Search,1471,Email Opened,1,0.8889119126220406,Tier 1: Hot,Equity Scheme
48af1f76-3059-4848-9dd2-d787a77285e9,API,Google,1048,Email Opened,1,0.9406251230750885,Tier 1: Hot,Equity Scheme
ce3d4eb1-667e-420f-b4b3-70eddc93efab,Landing Page Submission,Google,610,Email Opened,1,0.7598621688105749,Tier 2: Nurture,Debt Scheme
216c0927-2b47-47c6-ae15-fc54a05ecf9b,API,Google,415,Converted to Lead,0,0.2731780242296557,Tier 3: Cold,Debt Scheme
777d2515-994d-418d-8a2a-cc6188dd66d4,Landing Page Submission,Organic Search,560,SMS Sent,0,0.3971962867959787,Tier 3: Cold,Debt Scheme
b250f92d-dff2-4639-8b71-ea9e73cdc518,Landing Page Submission,Google,1704,Form Submitted on Website,1,0.9610054061359504,Tier 1: Hot,Equity Scheme
967e5613-3979-4907-915a-fd978a7dd1be,Landing Page Submission,Direct Traffic,918,Email Opened,1,0.9534281224931294,Tier 1: Hot,Debt Scheme
963516d0-1d43-4952-82a5-67de560c4ef0,Lead Add Form,Welingak Website,1186,,1,0.8732497996293894,Tier 1: Hot,Equity Scheme
af0169cd-29c7-4c25-b7eb-8acd22a234e9,Landing Page Submission,Google,28,SMS Sent,0,0.3206403241125998,Tier 3: Cold,Debt Scheme
df85d4d8-34f0-4aaf-b1ec-0bbd7f5cb59e,Landing Page Submission,Google,214,Email Opened,0,0.2054290118217978,Tier 3: Cold,Debt Scheme
17bb350a-00a5-4812-8bdd-9e82f22fab7a,Landing Page Submission,Google,1521,Page Visited on Website,0,0.1064997515677846,Tier 3: Cold,Equity Scheme
1253283c-60bd-47a0-99a1-54e8bf31ac53,API,Organic Search,1418,Email Opened,1,0.9651794643182383,Tier 1: Hot,Equity Scheme
3db9d1cc-ee83-4ba4-b73d-60056c6f40ad,Landing Page Submission,Direct Traffic,1613,Email Opened,1,0.8214434522187012,Tier 1: Hot,Equity Scheme
930ff3a2-aa35-4a4d-9f27-04423d302af4,API,Referral Sites,51,Olark Chat Conversation,0,0.42524822809003315,Tier 3: Cold,Debt Scheme
891e04ef-6ac2-4d6e-a308-f1d2517daee5,Landing Page Submission,Google,950,Email Opened,1,0.8504861345320228,Tier 1: Hot,Debt Scheme
4269dc79-4abb-4347-9a0c-09b92fd6d258,Landing Page Submission,Google,542,Email Opened,1,0.7136201303647659,Tier 2: Nurture,Debt Scheme
01ca067f-a6a4-4ce3-9f88-df4898ea8288,API,Direct Traffic,492,Olark Chat Conversation,1,0.748222176939263,Tier 2: Nurture,Debt Scheme
2dd5d2a1-ca8f-4d5f-88eb-07ba9e954de2,API,Google,1293,Page Visited on Website,0,0.18196804896588453,Tier 3: Cold,Equity Scheme
a8f72fe3-7df5-4995-8784-88504c3df6e7,API,Olark Chat,0,Olark Chat Conversation,0,0.282443713838423,Tier 3: Cold,Debt Scheme
44ae4200-b63d-483a-b85b-41eb4bd4ae24,Landing Page Submission,Direct Traffic,824,Page Visited on Website,0,0.16023494842745176,Tier 3: Cold,Debt Scheme
47ebd3e1-e440-42e3-9459-481af2f6b1b4,Landing Page Submission,Organic Search,1058,Email Opened,1,0.771151241807583,Tier 2: Nurture,Equity Scheme
59718980-d656-4415-baeb-c223ed6abe3a,API,Organic Search,1166,Page Visited on Website,0,0.21251186728173158,Tier 3: Cold,Equity Scheme
31ae03c9-dbb6-4919-9938-8ab0b7f47ba9,Landing Page Submission,Direct Traffic,1541,Email Opened,1,0.783721183663503,Tier 2: Nurture,Equity Scheme
fa36d090-868a-4199-979f-8984312f72a0,Landing Page Submission,Direct Traffic,388,SMS Sent,0,0.17181399168830627,Tier 3: Cold,Debt Scheme
309310a5-49a7-4fbe-bede-50658e705797,Landing Page Submission,Organic Search,543,Email Opened,0,0.3759931447028898,Tier 3: Cold,Debt Scheme
57293d6d-49f6-4089-b6d1-f854b5d2b6e1,API,Organic Search,1700,Email Opened,1,0.7861652975307207,Tier 2: Nurture,Equity Scheme
bce62a14-f2ba-4bc1-84b3-6d276fc6206b,Landing Page Submission,Pay per Click Ads,125,Email Opened,0,0.10996008714537288,Tier 3: Cold,Debt Scheme
8215ed59-3dd2-480d-bda3-1851d9722d34,API,Organic Search,153,Email Link Clicked,1,0.8380546166377388,Tier 1: Hot,Debt Scheme
915cc24a-3e2d-4223-8855-641c814334d1,Landing Page Submission,Direct Traffic,590,Email Opened,0,0.4415940917873575,Tier 3: Cold,Debt Scheme
7a0ad8e1-f7e2-40c2-8fb0-c739ceffd448,Landing Page Submission,Direct Traffic,1829,Converted to Lead,0,0.2159248351180925,Tier 3: Cold,Equity Scheme
53e64fef-c5c6-4d03-b07a-8ccde69a6218,API,Referral Sites,315,SMS Sent,0,0.1415294961186883,Tier 3: Cold,Debt Scheme
4be34033-2944-4cd7-ae88-30beb30fed6c,API,Olark Chat,1134,SMS Sent,1,0.7623327097913194,Tier 2: Nurture,Equity Scheme
e4dd87f1-4643-4ec0-9a2a-8ace56740a0a,Landing Page Submission,Organic Search,186,SMS Sent,0,0.41722397388347615,Tier 3: Cold,Debt Scheme
cbdda29e-8c78-4387-8bac-df23ba6d191e,Landing Page Submission,Google,1346,Page Visited on Website,1,0.7760565728469493,Tier 2: Nurture,Equity Scheme
7b2932c6-bf52-42a7-b92a-1b684e6f80c6,Landing Page Submission,Google,129,Olark Chat Conversation,0,0.3178805539444506,Tier 3: Cold,Debt Scheme
b746971e-1bbb-4516-ba8f-0cb75cd5207d,API,Organic Search,912,Email Opened,1,0.7149134859104326,Tier 2: Nurture,Debt Scheme
84d6b32a-7f79-43d6-965c-cb74fd857bf1,API,Organic Search,1052,Email Opened,0,0.289658060646677,Tier 3: Cold,Equity Scheme
1f4da243-d1d4-4596-b070-98af25f3d2e9,API,Organic Search,1517,Email Opened,0,0.1319356944564894,Tier 3: Cold,Equity Scheme
5173d78a-c78c-4aaa-91ee-4e2181337746,Landing Page Submission,Direct Traffic,277,Email Opened,0,0.33763089849823447,Tier 3: Cold,Debt Scheme
2bd01dce-c0ca-4994-b024-ec462a444656,API,Organic Search,461,Converted to Lead,0,0.3537836066141778,Tier 3: Cold,Debt Scheme
d1b54285-80f1-4feb-8947-14d03cdc2c56,Landing Page Submission,Google,1995,Form Submitted on Website,1,0.7309134934087937,Tier 2: Nurture,Equity Scheme
f1122dd7-f54c-48d3-bd5c-bad9b4516695,Lead Add Form,Reference,0,Email Link Clicked,1,0.7217899567033845,Tier 2: Nurture,Debt Scheme
7f3192d6-67d9-4659-a29d-f92a77538c71,Landing Page Submission,Organic Search,183,SMS Sent,0,0.10645974666505793,Tier 3: Cold,Debt Scheme
84537d75-3a28-4542-aff9-dd6e9c41ed20,API,Organic Search,1338,Email Opened,1,0.8436924816997975,Tier 1: Hot,Equity Scheme
3df64c90-ddec-44ad-a7ff-18904211d67a,API,Olark Chat,0,Email Link Clicked,0,0.34737667653888504,Tier 3: Cold,Debt Scheme
fe6757d1-331a-4f99-b8f9-f301e1cc02cc,API,Referral Sites,815,Converted to Lead,0,0.3766426165590458,Tier 3: Cold,Debt Scheme
fb78dbb4-bade-4306-be6c-ee043e419090,Landing Page Submission,Direct Traffic,162,Email Opened,0,0.1678086265586837,Tier 3: Cold,Debt Scheme
